Symbol,Security,GICSSector,GICS Sub-Industry,Headquarters Location,Date added,CIK,Founded
ES,Eversource Energy,Utilities,Electric Utilities,"Hartford, Connecticut",2009-07-24,0.03477823914972473,1966
EXC,Exelon,Utilities,Electric Utilities,"Chicago, Illinois",1957-03-04,0.5429706688368034,2000
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",2025-03-24,0.43794569102024206,1989
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Seattle, Washington",2007-10-02,0.648405488746501,1996
EXPD,Expeditors International,Industrials,Air Freight & Logistics,"Seattle, Washington",2007-10-10,0.3650903760644374,1979
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,"Salt Lake City, Utah",2016-01-19,0.6312793838641835,1977
XOM,ExxonMobil,Energy,Integrated Oil & Gas,"Irving, Texas",1957-03-04,0.015828925243037344,1999
FFIV,"F5, Inc.",Information Technology,Communications Equipment,"Seattle, Washington",2010-12-20,0.5132316245140479,1996
FDS,FactSet,Financials,Financial Exchanges & Data,"Norwalk, Connecticut",2021-12-20,0.495848632960913,1978
FICO,Fair Isaac,Information Technology,Application Software,"Bozeman, Montana",2023-03-20,0.39844250199773507,1956
FAST,Fastenal,Industrials,Trading Companies & Distributors,"Winona, Minnesota",2008-09-15,0.39893715591158,1967
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,"Rockville, Maryland",2016-02-01,0.016228472259671247,1962
FDX,FedEx,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1980-12-31,0.5133375167294993,1971
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,"Jacksonville, Florida",2006-11-10,0.5564699653399092,1968
FITB,Fifth Third Bancorp,Financials,Regional Banks,"Cincinnati, Ohio",1996-03-29,0.016534383104308735,1858
FSLR,First Solar,Information Technology,Semiconductors,"Tempe, Arizona",2022-12-19,0.6239277187581197,1999
FE,FirstEnergy,Utilities,Electric Utilities,"Akron, Ohio",1997-11-28,0.5047019085110869,1997
FI,Fiserv,Financials,Transaction & Payment Processing Services,"Brookfield, Wisconsin",2001-04-02,0.3905040175310446,1984
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",1957-03-04,0.01774478995592727,1903
FTNT,Fortinet,Information Technology,Systems Software,"Sunnyvale, California",2018-10-11,0.6178217579088249,2000
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,"Everett, Washington",2016-07-01,0.8125099886754159,2016
FOXA,Fox Corporation(Class A),Communication Services,Broadcasting,"New York City, New York",2019-03-19,0.8591491364391782,2019
FOX,Fox Corporation(Class B),Communication Services,Broadcasting,"New York City, New York",2019-03-19,0.8591491364391782,2019
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,"San Mateo, California",1998-04-30,0.018127668753462334,1947
FCX,Freeport-McMoRan,Materials,Copper,"Phoenix, Arizona",2011-07-01,0.406635421926552,1912
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland",2012-12-12,0.5490648638843815,1989
IT,Gartner,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut",2017-04-05,0.3664316774601556,1979
GE,GE Aerospace,Industrials,Aerospace & Defense,"Evendale, Ohio",1957-03-04,0.01899441614660189,1892
GEHC,GE HealthCare,Health Care,Health Care Equipment,"Chicago, Illinois",2023-01-04,0.9464572680788897,1994
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,"Cambridge, Massachusetts",2024-04-02,0.9780371701285905,2024
GEN,Gen Digital,Information Technology,Systems Software,"Tempe, Arizona",2003-03-25,0.41552840705752003,1982
GNRC,Generac,Industrials,Electrical Components & Equipment,"Waukesha, Wisconsin",2021-03-22,0.7220942146572475,1959
GD,General Dynamics,Industrials,Aerospace & Defense,"Falls Church, Virginia",1957-03-04,0.01898853324574348,1899
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota",1957-03-04,0.019072364582975867,1856
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,"Detroit, Michigan",2013-06-06,0.7187228222236386,1908
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,"Atlanta, Georgia",1973-12-31,0.01921110299488678,1925
GILD,Gilead Sciences,Health Care,Biotechnology,"Foster City, California",2004-07-01,0.43155735092974346,1987
GPN,Global Payments,Financials,Transaction & Payment Processing Services,"Atlanta, Georgia",2016-04-25,0.5498355238968335,2000
GL,Globe Life,Financials,Life & Health Insurance,"McKinney, Texas",1989-04-30,0.1561591520778896,1900
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,"Tempe, Arizona",2024-06-24,0.7882650835126802,1997
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,"New York City, New York",2002-07-22,0.4339531623043323,1869
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,"Houston, Texas",1957-03-04,0.021184325991146235,1919
HIG,Hartford (The),Financials,Property & Casualty Insurance,"Hartford, Connecticut",1957-03-04,0.42796436923046755,1810
HAS,Hasbro,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island",1984-09-30,0.02170790416754502,1923
HCA,HCA Healthcare,Health Care,Health Care Facilities,"Nashville, Tennessee",2015-01-27,0.4210833361930768,1968
DOC,Healthpeak Properties,Real Estate,Health Care REITs,"Denver, Colorado",2008-03-31,0.3745839073247018,1985
HSIC,Henry Schein,Health Care,Health Care Distributors,"Melville, New York",2015-03-17,0.4894710781886548,1932
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",1957-03-04,0.02221334339963036,1894
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals","Houston, Texas",2015-11-02,0.8058544668375976,2015
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia",2017-06-19,0.7764884964776132,1919
HOLX,Hologic,Health Care,Health Care Equipment,"Marlborough, Massachusetts",2016-03-30,0.4205965261470431,1985
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",1988-03-31,0.17312886984572093,1978
HON,Honeywell,Industrials,Industrial Conglomerates,"Charlotte, North Carolina",1957-03-04,0.3784862315607826,1906
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",2009-03-04,0.02287713071315466,1891
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",2007-03-20,0.5240439060500733,1993
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,"Pittsburgh, Pennsylvania",2016-10-21,0.0012162897524769466,1888
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",1974-12-31,0.022265309023879677,1939 (2015)
